,tinicialruptura,tfinalruptura,deltaruptura,turb,kruptura,tinicio,rglbprom,rglbmax,rglbmin,stdrglb,promkrup,tempromrup,tempminrup,tempmaxrup,stdtemp,hrelpromrup,hrelmaxrup,hrelminrup,stdhrel,promvelv,promvelu,prommag,maxmagnitudviento,minmagnitudviento,inicioviento,maginicioviento,Vamanecer,promagruptura,maxmagruptura,minmagruptura,maginicioruptura,magfirup,n_clouds,LCL_srf,z_cloudbase,z_inv_base,z_inv_top,qT_BL,qT_jump,qT_3km,thetaL_BL,thetaL_jump,thetaL_3km,BLwnd_dir_avg,BLwnd_spd_avg,dq_decoupling,dtheta_decoupling
72,35.0,280.0,245.0,3.248,1.1261477847920698,405.0,375.7396,764.1,39.99,226.58889170640006,0.8326162602898108,14.920400000000003,12.97,16.09,0.9721005239024558,89.446,95.1,80.8,5.5836572756060665,-1.2348641387824104,0.5784163297190383,1.7946888860532526,5.275666666666664,0.0,55.0,0.3576666666666666,4.950333333333337,1.6633972454117005,3.902675585284281,0.0,0.912666666666669,3.886333333333326,2.0,137.00000000000745,1651.0,1700.0,1720.0,7.712619961612284,-6.886539805209547,0.826080156402737,289.2750660501981,5.042292073383464,309.2731121416452,311.239000453185,3.9029152542372882,3.456554495704178,-2.8518692473845704
73,45.0,120.0,75.0,3.302,0.547675101504903,395.0,208.766875,329.5,32.82,118.28225151271288,0.8624385815128495,10.485000000000001,9.47,12.22,0.9550567173384696,92.58125,92.8,91.5,0.34101563991504247,-1.1993797269399427,0.9766867544623317,2.8261271663426513,5.847333333333329,0.0,15.0,1.6785953177257533,1.370333333333333,3.0735098940914165,3.9053333333333358,2.4476666666666684,3.5619999999999976,3.452173913043478,1.0,187.20327610636252,137.0,137.0,200.0,,,3.999818662636948,,,296.99024538690554,0.0,0.0,,
74,15.0,455.0,440.0,3.105,0.274977343043137,405.0,369.6751685393259,784.7,14.55,204.5399035091395,0.6372819913403398,16.103483146067415,12.98,18.47,1.4480528471047496,81.97224719101125,91.3,75.4,4.879880017342311,0.7434219716078195,0.3678797973317778,1.5589766713347784,3.302000000000002,0.0,15.0,0.5843333333333336,1.712666666666665,1.7997765917329989,2.870568561872912,0.2260000000000002,0.5843333333333336,2.284175084175074,1.0,149.0,149.0,474.0,641.0,8.7886,-4.557351597784407,4.231248402215594,286.336,7.190363407630798,302.45823028236873,169.98723472563248,2.313,,
75,60.0,195.0,135.0,2.966,0.3523954278420778,400.0,318.0032142857143,571.5,64.73,192.3899463773081,0.708974293613541,12.506071428571428,11.47,14.74,0.8313413493586368,96.33214285714287,96.8,96.0,0.16567163289800074,-0.551555191532902,0.19935459126256044,1.6192260523770734,3.966000000000004,0.0,15.0,2.071666666666668,1.367666666666666,1.6616729739286635,3.1140939597315405,0.561666666666667,2.5595317725752516,1.471333333333332,1.0,150.0,150.0,150.0,442.0,,,2.4059852216748765,,,302.2356246131314,0.0,0.0,,
76,70.0,320.0,250.0,3.02,0.9961724072462571,395.0,379.8607843137255,785.2,99.6,183.28141212728735,0.6408128420462551,16.79313725490196,12.98,19.21,2.0898923323425818,68.54490196078433,80.8,61.55,5.857775814265691,0.37054782543067166,-0.4578822276616181,1.664269322706062,3.716999999999998,0.030100334448160536,15.0,0.6573333333333328,2.6693333333333347,1.0078800577087024,2.0649999999999995,0.030100334448160536,0.579666666666667,0.8903333333333329,1.0,312.8974779323312,1116.0,1116.0,1264.0,6.314019407558734,0.5458622692499198,6.859881676808654,285.69826353421854,4.275530775122718,303.2528372219204,219.42617007531447,1.948503217503218,1.1504464285714286,-1.578571428571422
77,35.0,275.0,240.0,2.85,0.3798330283058707,390.0,390.06693877551015,716.1,37.18,206.22352774764494,0.7743845318144126,15.115714285714287,11.09,18.46,2.5097277408781484,88.52632653061224,95.2,75.73,6.986499688052413,-1.1441945316414694,0.2623495359655852,1.5658539696130607,5.3571906354515075,0.0,15.0,0.021333333333333336,2.8536666666666717,0.6610368399924444,2.093333333333335,0.0,0.037666666666666675,0.33612040133779303,2.0,137.0,2305.0,137.0,362.0,,,5.149689119170985,294.63849169741695,-6.423455280971723,305.4576933979999,0.0,0.0,,
78,75.0,205.0,130.0,2.798,0.9086772390566568,385.0,334.61629629629635,599.1,73.84,156.15032826262075,0.7630607326620508,13.052592592592596,12.22,14.22,0.6441845924684857,59.28370370370371,61.41,55.91,1.344590724541939,-3.280536865290199,3.54498508394788,5.328520074631489,10.218333333333335,0.23366666666666655,140.0,4.2316666666666665,3.9336666666666646,5.077484743383293,6.1719999999999935,3.7729999999999997,4.749999999999996,5.6426666666666625,,237.40581894304273,,1844.0,353.0,3.846637375512595,-1.6242168734205449,2.22242050209205,286.90969537199766,5.935890844516507,301.124865412406,307.4223649208179,7.933128250591016,3.8823385157669064,-2.9928589241580994
79,15.0,330.0,315.0,2.7800000000000002,0.20052110580880966,385.0,307.99796875,848.0,9.26,286.5470975066042,0.4485981169698446,13.93140625,12.97,15.35,0.7744734354272842,76.36937499999999,82.4,68.87,3.9526357992995966,1.5373336491573082,1.6189472037850772,2.9523415117222784,8.6314381270903,0.7580000000000009,115.0,3.0276666666666663,8.6314381270903,3.7455499756131547,4.493333333333332,2.9414715719063556,3.984999999999997,3.807333333333334,2.0,137.0,914.0,927.0,1036.0,7.098582278481014,-6.56618333296256,0.5323989455184535,286.1717503217503,4.501771156255529,305.65401771249765,174.2145532219314,3.4137670527670525,1.5307440476190477,-1.6288690476190482
80,115.0,315.0,200.0,2.857,0.8716545065266771,370.0,612.9487804878049,809.0,318.2,150.83701986241846,0.9320465328227181,19.642682926829274,15.89,21.96,2.1133433516471527,56.35243902439025,67.31,43.64,8.246320628161326,-0.5869927489673868,-0.06337844400098533,1.101966784848697,4.07733333333334,0.0,15.0,0.01275167785234899,1.2469999999999979,0.4545567371130155,1.0966666666666651,0.0,0.10566666666666656,0.7876666666666682,,438.0933133270165,,137.0,242.0,,,3.4274630147940828,,,309.09070317442354,0.0,0.0,,
81,40.0,65.0,25.0,3.185,0.4672261954198176,365.0,108.81666666666666,179.0,38.49,61.0157077043827,0.6944630921172679,11.143333333333333,11.1,11.36,0.1061445555206043,96.0,96.0,96.0,0.0,0.0779554051945003,0.28887692041460145,0.9224970876853994,2.3693333333333286,0.0,45.0,0.036666666666666674,0.0026755852842809363,0.04608918617614268,0.17933333333333315,0.0,0.17933333333333315,0.03545150501672242,1.0,137.0,137.0,,,,,,,,,,,,
82,45.0,250.0,205.0,3.6390000000000002,0.4069669906910303,365.0,392.9219047619048,734.9,47.01,246.95997364279347,0.7449203250965122,15.78166666666667,14.23,17.34,1.0269156202224747,89.20952380952383,93.2,84.7,3.406221676458445,-0.11834186352959904,0.2394725699335219,1.2901904199627732,3.8782608695652154,0.0,85.0,0.073,3.348333333333331,0.8249822206616779,1.4953333333333318,0.019666666666666662,1.0003333333333326,0.8853333333333323,1.0,136.99999999999255,137.0,339.0,740.0,9.30970297029703,-5.603429296054606,3.706273674242424,286.5386138613861,13.10065172200268,306.3142456683252,6.045257551617099,1.320184523809524,,
83,50.0,260.0,210.0,3.248,0.2239678889065747,370.0,249.80604651162787,801.0,39.53,191.15126438727765,0.42046921486717415,14.631395348837211,13.35,17.04,1.0602797954972811,93.71627906976745,96.0,86.5,2.863225805888155,-0.04816347066275289,0.9054505921901216,1.7015757605327204,3.860269360269358,0.0,40.0,0.12699999999999986,2.3463333333333307,1.5131587373342181,2.8866666666666654,0.38160535117056915,0.38160535117056915,1.9223333333333295,1.0,137.00000000000745,137.0,442.0,701.0,9.057918032786885,-7.6334518231884525,1.4244662095984328,286.62639344262294,11.331789079985072,311.00317668381564,0.0,0.0,,
84,5.0,270.0,265.0,3.1270000000000002,0.2028063450807204,355.0,352.2355,806.0,5.49,286.2157205972611,0.6223872725510262,14.289259259259257,12.98,15.72,0.8916824289835095,77.63388888888888,82.3,70.22,3.806128829488915,-2.133951113806575,5.6812486246089975,6.171042882258178,10.548666666666664,2.5516666666666667,15.0,6.161409395973159,4.105666666666668,5.606573577944522,8.306999999999993,3.7309999999999968,5.827516778523493,3.946666666666666,1.0,463.4703824151356,794.0,,,,,,286.1091324200913,,,,,,
