,tinicialruptura,tfinalruptura,deltaruptura,turb,kruptura,tinicio,rglbprom,rglbmax,rglbmin,stdrglb,promkrup,tempromrup,tempminrup,tempmaxrup,stdtemp,hrelpromrup,hrelmaxrup,hrelminrup,stdhrel,prespromrup,presmaxrup,presminrup,stdpres,tpotpromrup,tpotmaxrup,tpotminrup,stdtpot,tdewpromrup,tdewminrup,tdewmaxrup,stdtdew,n_clouds,LCL_srf,z_cloudbase,z_inv_base,z_inv_top,qT_BL,qT_jump,qT_3km,thetaL_BL,thetaL_jump,thetaL_3km,BLwnd_dir_avg,BLwnd_spd_avg,dq_decoupling,dtheta_decoupling,promedionb,mediananb,desvnb,maxnb,minnb,promvelv,promvelu,prommag,maxmagnitudviento,minmagnitudviento,inicioviento,maginicioviento,Vamanecer,promagruptura,maxmagruptura,minmagruptura0,maginicioruptura,magfirup
10,25.0,40.0,15.0,4.417999999999999,0.9800390908435342,425.0,47.2025,75.3,29.71,21.44285331604293,0.9226594397214367,19.5075,19.05,20.04,0.4222459788638209,68.265,69.35,66.77,1.1146748404803983,1001.764,1001.873,1001.617,0.11013627921810439,292.50949579254996,293.0325851084329,292.0645370436938,0.4132354054867594,13.354128088441072,13.162863762584664,13.521736818093359,0.15429064983005686,,1268.9014451590901,,,,,,,,,,,,,,,,,,,0.3475397923875432,0.7142179930795846,3.132244442031127,8.050493773676246,0.2801446055165082,5.0,0.49289451204086254,0.49289451204086254,0.5863109733088605,0.7410998583187018,0.35779882615794034,0.6786199230791857,0.35779882615794034
11,20.0,55.0,35.0,4.788,0.8847077252765025,430.0,73.71125,138.5,22.83,45.39851930798121,0.9646028063221864,19.424999999999997,18.79,20.51,0.6282174327867255,78.27999999999999,80.7,74.25,2.5278901422784537,1001.5181249999999,1001.708,1001.26,0.15950587763466917,292.44762762578677,293.5162070531302,291.83451417336494,0.6159964846212262,15.363268605803754,15.230501660636435,15.593241386854572,0.11370917185831546,,1268.9014451590901,,,,,,,,,,,,,,,,,,,2.215480968858131,-0.5785674740484433,2.9010372822356194,7.833669510516766,0.11720068259186889,5.0,0.663530707654137,0.663530707654137,1.0021980559683012,1.3466551154620103,0.4288134792657526,0.4288134792657526,0.9635211466283444
12,60.0,145.0,85.0,3.594,0.7040698911013887,430.0,269.34444444444443,467.2,116.4,113.8234609447363,0.7920606080922735,21.60111111111111,20.8,22.81,0.5230103911788423,69.83666666666666,72.21,64.91,2.248568171866135,1001.0885555555556,1001.291,1000.784,0.15699015413947165,294.6590767179716,295.8504327986085,293.88389224691986,0.5137943510843461,15.673438749763335,15.437865764495825,15.810807177587947,0.10734480855178903,,607.0143741638359,,,,,,,,,,,,,,,,,,,2.89640830449827,-0.47695847750865106,3.287113584451105,7.29429612779739,0.1283199127181748,45.0,0.7767998455200671,0.3662963281279243,0.5146622169365129,0.8791188770581598,0.16443843832875574,0.2916058984314275,0.17253985046939155
13,65.0,170.0,105.0,4.805,0.7340661202645556,430.0,276.74999999999994,564.9,105.5,128.98221269026277,0.7787857055899058,20.497727272727275,19.86,21.36,0.4696597736982625,79.42227272727271,82.9,71.84,3.608545323346978,1001.7691363636367,1001.847,1001.694,0.04165081083592045,293.4987964760239,294.3555866264017,292.86593796779516,0.4674167810268233,16.608274935507467,15.881551600967327,16.985798572584656,0.32681405962826354,,556.7250412596943,,,,,,,,,,,,,,,,,,,3.233214532871972,-0.6061730103806235,3.4782966111377465,7.441508583613943,0.09501578816175762,10.0,0.28033194609248513,0.25572641631243337,1.9731230784138658,2.7184453277562897,1.1568266940211918,1.3426332336122178,2.7184453277562897
14,100.0,365.0,265.0,4.367,0.28135592709932067,440.0,416.2537037037037,1158.0,93.3,306.84356884370374,0.4868444064203172,23.036481481481488,21.47,25.26,1.1277246375517211,60.10666666666666,67.86,54.02,4.606964375238534,998.9421185185186,999.5292,997.873,0.51071260798269,296.2766226319222,298.54846703017745,294.672902576831,1.1657824163219066,14.669191525118718,14.115462965677636,15.624494774134064,0.35757817092703614,1.0,745.7506427317993,1323.0,1323.0,1442.0,10.358071192052979,-3.265599156258796,7.092472035794183,294.993277645187,9.406147972843542,313.9993798758856,348.04096986630054,3.499284768211921,,,,,,,,1.6328166089965397,-0.02414878892733614,3.0287921931546364,8.332706643102231,0.03059411708155671,70.0,0.5694146116846669,1.452783535148991,2.500441553071934,5.053686674102382,0.7327127677337143,1.0756881518358372,5.053686674102382
15,40.0,100.0,60.0,3.642,0.655022044548362,435.0,188.57692307692307,302.9,47.34,79.21539111652223,0.8883879558479464,20.64692307692308,19.14,21.8,0.8491994722029355,82.16692307692308,86.6,76.15,3.347094223888795,1001.6298461538461,1001.736,1001.482,0.0826739037361592,293.659624739132,294.8059977204309,292.16579755207135,0.8434035399293065,17.282645100457763,16.66005264759491,17.624480528338268,0.28658814133374105,,870.7998117149472,,1334.0,792.0,9.920746513535684,-1.6459204478815916,8.274826065654093,296.8342904019688,5.142874391097507,315.7049624355857,7.421930419401554,4.521850697292864,3.0995235725273744,-4.681178173920955,464.1948172441594,456.5625,25.86198760182274,511.25,427.5,2.9425916955017297,-0.9064636678200697,3.4354402132645454,7.497054888421186,0.17232527382830412,105.0,0.4816014950142909,2.164006700544155,1.0160401278085804,1.62753218094144,0.5466049761939604,1.4296506566290943,0.5466049761939604
16,65.0,185.0,120.0,4.284,0.9908464786751375,440.0,366.07199999999995,617.8,141.6,147.54678218562862,0.8767846972143247,20.6992,19.86,21.45,0.5140437724552257,74.2252,79.51,68.16,3.8976222666304303,1001.2674800000002,1001.646,1000.761,0.25772273861653194,293.7423626530788,294.46899336931074,292.9460358855491,0.4928583895587439,15.747104017564759,14.860353075282944,16.1503004345671,0.37436970695181293,,531.4443927998466,,,,,,,,,,,,,,410.7980769230769,410.8333333333333,4.180089618781,418.3333333333333,403.3333333333333,3.125626297577855,-0.5672214532871979,3.331428950949859,6.760556559929071,0.141548578233764,15.0,0.3967278664273534,0.6603370351570477,1.828881486331089,2.9003620463659363,1.121766909834659,1.864262320597614,2.6744795755436237
17,145.0,195.0,50.0,4.214,0.9607666826764555,440.0,534.3818181818182,645.9,434.3,69.74331248488011,0.9038549832354449,21.727272727272727,21.46,21.9,0.14078997898223447,72.3,74.22,70.21,1.3385290433905424,1003.1490909090909,1003.285,1002.998,0.09975415234008522,294.61130677247615,294.7882694692594,294.33796506209666,0.14466095542225987,16.335977546936082,15.858201786895506,16.69140434258054,0.24597272570159626,,720.5801582642517,,,,,,,,,,,,,,,,,,,2.823637065637066,-0.19176061776061834,3.017547908578289,7.793835127843032,0.06888396039717809,5.0,0.23320591759215717,0.23320591759215717,2.809073034788034,3.8694062852070736,1.7521692269869371,1.8219673432858228,3.8694062852070736
18,70.0,160.0,90.0,4.71,1.1532647782532812,430.0,316.4263157894737,492.3,160.8,106.81689859081945,1.0040730339323012,20.423684210526318,19.46,21.09,0.4494590640897097,78.2705263157895,85.0,71.97,3.498711625861107,1002.4629473684212,1002.665,1002.241,0.12547752064467796,293.366482205087,294.0153342284558,292.422073837259,0.43961292570910543,16.311664219345317,15.663137341466552,16.68011273345047,0.31584019207864716,,481.2530283199332,,,,,,,,,,,,,,456.656658496732,453.75,17.542661790613465,495.0,435.8333333333333,3.672809688581315,-0.305979238754326,3.7777902827326755,7.535136362402475,0.16329421300217592,5.0,0.20467779557147867,0.20467779557147867,1.9694748618170677,2.831922315318695,1.3541477024313118,2.0614696214109003,1.96650578438
19,45.0,275.0,230.0,4.606999999999999,0.9980809061090857,445.0,457.4982978723404,891.0,69.72,281.1630989712674,0.8361989973042684,20.76276595744681,18.18,22.25,1.189098493246879,68.62829787234043,76.92,62.96,4.475126580259289,999.4003127659576,999.6973,998.9888,0.2039184349056213,293.9633569135022,295.46011086003404,291.41460321969475,1.1853809352216838,14.585377707928119,13.909548452440447,15.06448236429162,0.2515235837534193,,631.392209142269,,,,,,,,,,,,,,884.2647058823529,882.5,3.8288283417500235,897.5,880.0,3.0312110726643593,-0.6311591695501737,3.530870418482808,8.039236593110068,0.06300793600809346,60.0,0.46738848937473854,0.5087808958677595,1.7879166263576278,4.951439891587092,0.19159592897553956,0.43529415341812255,4.9030400773397735
20,90.0,330.0,240.0,4.115,0.5781948326310338,455.0,498.96734693877545,980.0,180.5,278.7353145516931,0.6517533122362286,21.053265306122448,19.48,22.17,0.6784860221942125,67.00285714285712,73.39,60.98,2.814652139548805,999.9565673469386,1000.229,999.4804,0.18675549678182984,294.2069544840449,295.3368687713669,292.64678232281426,0.6874614735287458,14.513623679314815,13.872166860336051,14.918556675200932,0.1879097446585645,,631.392209142269,,,,,,,,,,,,,,1049.6255060728745,1049.6153846153848,17.09431656026447,1085.7692307692307,1018.4615384615385,2.93101384083045,-0.4737577854671286,3.279052069602346,7.042495083420364,0.0570087712549569,10.0,0.33445029526074577,0.45378519147279367,2.6679973512791793,5.798182473844713,0.26730132809247314,0.6858935777509512,5.271728559021224
